order_item_id,order_id,product_id,quantity,unit_price,discount,profit
2137,951,84,1,574.58,0.05,144.58
2138,952,79,3,64.7,0.2,36.27
2139,952,57,1,892.48,0.25,232.65
2140,953,106,2,221.41,0.0,211.56
2141,954,186,1,493.82,0.0,261.58
2142,954,1,1,584.36,0.05,203.52
2143,954,150,1,561.25,0.0,288.58
2144,954,69,1,596.14,0.15,127.19
2145,954,197,1,103.44,0.25,4.53
2146,955,14,1,902.38,0.0,537.33
2147,956,86,1,90.41,0.25,2.12
2148,957,59,1,509.48,0.1,116.5
2149,957,197,1,103.44,0.0,30.39
2150,958,169,1,190.02,0.0,57.71
2151,958,68,1,641.3,0.15,169.29
2152,958,178,1,243.89,0.3,71.56
2153,959,66,1,89.6,0.1,26.47
2154,959,27,1,88.29,0.25,27.0
2155,960,101,1,276.22,0.15,52.79
2156,960,137,1,407.84,0.15,158.15
2157,961,38,1,122.11,0.15,29.59
2158,962,5,1,544.75,0.15,225.25
2159,962,199,1,391.08,0.1,87.5
2160,963,93,1,302.38,0.2,28.07
2161,963,129,1,346.58,0.3,69.26
2162,963,26,2,426.48,0.1,331.02
2163,964,31,1,647.79,0.0,355.43
2164,964,199,1,391.08,0.1,87.5
2165,965,77,1,512.73,0.1,251.48
2166,965,5,1,544.75,0.25,170.77
2167,966,25,2,653.92,0.25,271.96
2168,966,66,1,89.6,0.25,13.03
2169,967,178,1,243.89,0.15,108.15
2170,967,63,2,996.53,0.15,857.92
2171,967,75,3,141.06,0.3,66.79
2172,968,128,2,337.88,0.2,197.51
2173,968,73,1,675.15,0.25,179.01
2174,968,96,1,1064.23,0.2,413.31
2175,969,20,1,82.67,0.0,30.93
2176,970,11,1,584.44,0.0,249.1
2177,970,195,2,337.1,0.25,127.03
2178,970,27,1,88.29,0.1,40.24
2179,971,126,1,239.83,0.0,108.44
2180,971,140,2,660.28,0.15,585.56
2181,972,26,2,426.48,0.0,416.32
2182,972,102,1,163.8,0.15,59.71
2183,973,200,1,223.07,0.2,88.83
2184,973,61,1,250.73,0.05,111.96
2185,974,51,1,591.25,0.05,321.64
2186,974,110,1,586.81,0.15,243.66
2187,975,153,1,592.19,0.25,6.21
2188,975,105,1,553.41,0.3,47.15
2189,975,12,1,336.42,0.1,120.39
2190,976,55,2,73.39,0.05,74.36
2191,976,60,1,643.64,0.0,295.39
2192,976,89,1,653.72,0.0,307.53
2193,977,80,1,692.97,0.1,288.91
2194,977,43,3,707.04,0.05,714.95
2195,978,173,1,762.12,0.2,210.79
2196,978,58,1,255.65,0.0,131.88
2197,979,69,2,596.14,0.0,433.22
2198,979,134,1,347.96,0.25,106.03
2199,979,6,1,703.95,0.05,226.75
2200,979,51,2,591.25,0.2,465.9
2201,979,181,2,516.5,0.3,180.3
2202,980,100,1,644.39,0.15,239.32
2203,980,7,1,426.24,0.2,88.78
2204,980,132,1,590.43,0.25,116.27
2205,981,68,2,641.3,0.0,530.98
2206,981,182,2,192.42,0.3,81.61
2207,981,200,1,223.07,0.0,133.44
2208,982,33,1,354.06,0.05,126.27
2209,983,43,1,707.04,0.0,273.67
2210,983,20,1,82.67,0.0,30.93
2211,983,68,2,641.3,0.0,530.98
2212,984,150,1,561.25,0.0,288.58
2213,984,126,2,239.83,0.1,168.91
2214,984,165,1,96.58,0.15,35.32
2215,984,140,1,660.28,0.1,325.79
2216,985,70,2,96.21,0.05,74.3
2217,985,97,1,232.31,0.15,34.36
2218,986,20,1,82.67,0.0,30.93
2219,987,177,2,457.66,0.15,301.5
2220,987,137,1,407.84,0.2,137.76
2221,987,171,2,162.85,0.05,169.23
2222,988,5,1,544.75,0.0,306.96
2223,988,176,1,378.49,0.3,53.65
2224,989,152,1,83.35,0.2,23.52
2225,990,200,1,223.07,0.1,111.13
2226,990,26,2,426.48,0.0,416.32
2227,991,172,1,725.55,0.0,388.31
2228,992,67,1,647.26,0.15,280.05
2229,992,170,1,222.94,0.0,84.67
2230,992,134,2,347.96,0.0,386.04
2231,992,63,1,996.53,0.0,578.44
2232,993,100,1,644.39,0.3,142.66
2233,993,3,1,589.12,0.2,58.36
2234,994,120,1,79.56,0.2,20.19
2235,994,124,1,313.44,0.25,67.53
2236,994,12,1,336.42,0.3,53.1
2237,994,188,1,129.24,0.25,22.85
2238,995,190,1,527.6,0.25,180.81
2239,995,155,1,129.84,0.25,22.01
2240,996,17,1,79.24,0.0,18.97
2241,996,163,1,103.04,0.0,53.81
2242,996,107,1,447.92,0.3,45.34
2243,997,102,1,163.8,0.0,84.28
2244,997,144,1,378.77,0.05,146.53
2245,997,13,1,133.25,0.0,64.67
2246,998,77,1,512.73,0.2,200.2
2247,998,168,1,426.06,0.2,148.56
2248,999,28,1,150.83,0.2,49.73
2249,999,151,1,494.49,0.05,158.51
2250,1000,6,2,703.95,0.1,383.11
2251,1000,100,2,644.39,0.0,671.96
2252,1001,185,1,539.54,0.1,161.06
2253,1001,182,1,192.42,0.0,98.53
2254,1001,193,2,55.42,0.25,15.45
2255,1001,125,1,938.93,0.0,531.56
2256,1001,166,1,162.25,0.15,57.95
2257,1002,26,1,426.48,0.3,80.22
2258,1002,49,1,514.34,0.2,155.35
2259,1003,3,1,589.12,0.0,176.18
2260,1003,119,3,807.42,0.05,1325.94
2261,1004,64,1,658.39,0.2,204.77
2262,1005,200,1,223.07,0.0,133.44
2263,1005,88,1,575.98,0.0,341.54
2264,1005,44,1,675.55,0.0,263.48
2265,1006,131,1,859.46,0.1,365.05
2266,1006,117,1,97.02,0.0,36.65
2267,1007,155,3,129.84,0.3,46.55
2268,1007,60,1,643.64,0.3,102.3
2269,1007,51,2,591.25,0.05,643.27
2270,1007,198,1,205.5,0.0,97.96
2271,1008,93,1,302.38,0.15,43.19
2272,1009,123,1,465.22,0.05,205.23
2273,1009,80,2,692.97,0.15,508.53
2274,1009,87,1,625.37,0.0,368.49
2275,1009,65,2,939.57,0.1,785.89
2276,1010,196,1,366.82,0.3,57.46
2277,1011,23,1,195.19,0.15,26.23
2278,1012,163,2,103.04,0.0,107.62
2279,1012,150,2,561.25,0.15,408.78
2280,1013,155,1,129.84,0.25,22.01
2281,1013,117,1,97.02,0.25,12.4
2282,1013,26,1,426.48,0.05,186.84
2283,1014,106,1,221.41,0.0,105.78
2284,1015,78,2,360.84,0.2,121.54
2285,1015,19,1,500.02,0.0,249.06
2286,1015,34,3,575.89,0.1,505.2
2287,1015,65,1,939.57,0.05,439.92
2288,1016,162,1,551.2,0.05,302.64
2289,1016,143,1,588.29,0.3,-5.41
2290,1016,152,1,83.35,0.3,15.18
2291,1017,104,1,713.08,0.2,268.31
2292,1017,118,2,977.75,0.0,1003.24
2293,1018,58,1,255.65,0.25,67.97
2294,1018,80,1,692.97,0.05,323.56
2295,1019,164,2,246.2,0.0,127.88
2296,1019,196,1,366.82,0.0,167.51
2297,1019,121,1,85.94,0.2,22.4
2298,1020,185,1,539.54,0.25,80.12
2299,1020,186,2,493.82,0.1,424.4
2300,1020,116,3,620.36,0.15,802.28
2301,1021,1,1,584.36,0.1,174.3
2302,1022,12,2,336.42,0.25,139.85
2303,1022,151,2,494.49,0.05,317.01
2304,1022,78,2,360.84,0.3,49.38
2305,1022,180,1,679.52,0.15,153.08
2306,1023,88,1,575.98,0.0,341.54
2307,1023,75,1,141.06,0.15,43.42
2308,1024,184,1,730.61,0.0,401.56
2309,1024,77,1,512.73,0.0,302.75
2310,1024,123,1,465.22,0.25,112.19
2311,1025,116,1,620.36,0.15,267.43
2312,1025,93,1,302.38,0.25,12.95
2313,1026,145,2,57.55,0.0,67.48
2314,1027,175,1,434.86,0.1,81.52
2315,1028,69,1,596.14,0.05,186.8
2316,1028,175,1,434.86,0.3,-5.45
2317,1029,176,1,378.49,0.15,110.43
2318,1030,3,2,589.12,0.0,352.36
2319,1030,112,2,271.23,0.2,130.25
2320,1030,98,1,357.22,0.3,68.49
2321,1031,105,2,553.41,0.25,149.63
2322,1032,197,2,103.44,0.25,9.06
2323,1033,113,1,1004.01,0.05,536.12
2324,1033,153,1,592.19,0.2,35.82
2325,1033,96,1,1064.23,0.05,572.95
2326,1033,120,1,79.56,0.0,36.1
2327,1034,195,2,337.1,0.0,295.58
2328,1034,114,2,397.92,0.05,309.09
2329,1034,18,3,136.63,0.0,108.87
2330,1034,172,1,725.55,0.2,243.2
2331,1035,170,2,222.94,0.2,80.16
2332,1036,168,1,426.06,0.0,233.77
2333,1036,43,1,707.04,0.05,238.32
2334,1037,37,1,413.44,0.05,205.5
2335,1038,98,1,357.22,0.2,104.22
2336,1039,8,3,945.14,0.1,1227.8
2337,1039,97,2,232.31,0.0,138.42
2338,1039,145,1,57.55,0.15,25.11
2339,1040,49,1,514.34,0.2,155.35
2340,1040,88,1,575.98,0.0,341.54
2341,1040,113,1,1004.01,0.0,586.32
2342,1041,88,1,575.98,0.0,341.54
2343,1042,98,2,357.22,0.1,279.88
2344,1043,143,1,588.29,0.3,-5.41
2345,1044,88,1,575.98,0.3,168.75
2346,1044,63,2,996.53,0.1,957.57
2347,1045,90,3,120.0,0.0,111.96
2348,1046,2,1,326.77,0.25,64.95
2349,1046,83,1,26.54,0.1,12.5
2350,1047,94,2,98.59,0.2,71.94
2351,1047,86,1,90.41,0.25,2.12
2352,1047,8,1,945.14,0.0,503.78
2353,1047,123,1,465.22,0.0,228.49
2354,1047,143,1,588.29,0.0,171.08
2355,1048,64,2,658.39,0.25,343.71
2356,1049,24,1,20.82,0.15,6.39
2357,1050,107,3,447.92,0.0,539.16
2358,1050,54,1,1082.75,0.25,322.67
2359,1051,199,1,391.08,0.3,9.29
2360,1051,124,1,313.44,0.0,145.89
2361,1052,41,2,770.66,0.15,376.12
2362,1053,45,1,796.73,0.2,203.4
2363,1053,148,1,955.85,0.0,485.14
2364,1053,29,1,452.96,0.05,205.81
2365,1054,47,1,460.0,0.3,124.34
2366,1055,2,1,326.77,0.0,146.64
2367,1056,46,1,393.07,0.0,159.95
2368,1056,135,1,786.28,0.0,451.93
2369,1056,125,1,938.93,0.0,531.56
2370,1057,168,1,426.06,0.25,127.26
2371,1057,193,1,55.42,0.15,13.27
2372,1057,1,2,584.36,0.0,465.48
2373,1058,136,1,928.76,0.0,511.4
2374,1058,128,1,337.88,0.1,132.54
2375,1059,34,1,575.89,0.0,225.99
2376,1059,120,2,79.56,0.15,48.33
2377,1060,175,1,434.86,0.25,16.29
2378,1061,44,2,675.55,0.05,459.4
2379,1062,102,2,163.8,0.15,119.42
2380,1062,15,1,184.07,0.3,7.38
2381,1062,124,2,313.44,0.05,260.44
2382,1062,137,1,407.84,0.15,158.15
2383,1063,127,2,811.48,0.3,216.49
2384,1063,37,1,413.44,0.3,102.14
2385,1064,3,2,589.12,0.1,234.54
2386,1064,110,1,586.81,0.0,331.68
2387,1064,13,1,133.25,0.2,38.02
2388,1065,69,1,596.14,0.15,127.19
2389,1065,190,1,527.6,0.0,312.71
2390,1066,118,1,977.75,0.0,501.62
2391,1066,2,2,326.77,0.2,162.57
2392,1067,124,1,313.44,0.0,145.89
2393,1067,172,1,725.55,0.0,388.31
2394,1068,144,1,378.77,0.15,108.65
2395,1069,59,2,509.48,0.25,80.16
2396,1070,69,2,596.14,0.25,135.15
2397,1070,148,1,955.85,0.3,198.39
2398,1070,166,1,162.25,0.0,82.29
2399,1071,162,2,551.2,0.0,660.4
2400,1071,96,1,1064.23,0.05,572.95
2401,1072,166,1,162.25,0.0,82.29
2402,1072,114,3,397.92,0.25,224.88
2403,1072,22,1,396.08,0.25,8.43
2404,1073,29,2,452.96,0.1,366.33
2405,1073,80,1,692.97,0.25,184.97
2406,1074,150,1,561.25,0.15,204.39
2407,1074,106,1,221.41,0.3,39.36
2408,1074,41,2,770.66,0.05,530.25
2409,1075,46,1,393.07,0.25,61.68
2410,1075,77,2,512.73,0.05,554.23
2411,1075,168,2,426.06,0.2,297.12
2412,1076,119,2,807.42,0.1,803.22
2413,1076,123,1,465.22,0.1,181.97
2414,1076,44,1,675.55,0.15,162.15
2415,1077,160,1,977.29,0.2,335.98
2416,1077,119,1,807.42,0.0,482.35
2417,1077,133,1,893.47,0.2,240.42
2418,1077,127,2,811.48,0.1,541.08
2419,1078,133,2,893.47,0.0,838.22
2420,1079,158,2,652.92,0.05,715.47
2421,1079,147,1,743.61,0.3,209.01
2422,1079,13,1,133.25,0.1,51.34
2423,1080,121,1,85.94,0.2,22.4
2424,1081,161,1,607.74,0.0,258.63
2425,1081,8,1,945.14,0.15,362.01
2426,1081,185,1,539.54,0.25,80.12
2427,1081,13,1,133.25,0.1,51.34
2428,1081,146,2,69.07,0.2,52.97
2429,1082,200,2,223.07,0.0,266.88
2430,1082,178,1,243.89,0.0,144.73
2431,1083,57,1,892.48,0.0,455.77
2432,1083,106,2,221.41,0.1,167.28
2433,1083,154,2,679.28,0.0,565.82
2434,1083,60,2,643.64,0.15,397.69
2435,1084,62,1,285.98,0.0,141.48
2436,1085,48,1,1112.65,0.0,618.33
2437,1085,47,1,460.0,0.15,193.34
2438,1085,102,1,163.8,0.0,84.28
2439,1086,163,1,103.04,0.05,48.66
2440,1086,17,1,79.24,0.15,7.08
2441,1086,134,1,347.96,0.1,158.22
2442,1086,69,1,596.14,0.1,157.0
2443,1087,148,1,955.85,0.05,437.35
2444,1088,195,1,337.1,0.2,80.37
2445,1088,166,1,162.25,0.25,41.73
2446,1088,196,2,366.82,0.0,335.02
2447,1089,64,1,658.39,0.0,336.45
2448,1089,153,2,592.19,0.25,12.43
2449,1089,6,2,703.95,0.05,453.51
2450,1089,44,1,675.55,0.0,263.48
2451,1089,43,1,707.04,0.05,238.32
2452,1090,145,1,57.55,0.0,33.74
2453,1091,163,1,103.04,0.25,28.05
2454,1091,15,1,184.07,0.1,44.19
2455,1091,111,1,46.14,0.25,15.43
2456,1092,64,2,658.39,0.15,475.38
2457,1092,189,1,338.32,0.0,108.02
2458,1093,73,1,675.15,0.2,212.77
2459,1093,46,1,393.07,0.0,159.95
2460,1093,165,2,96.58,0.0,99.62
2461,1094,114,2,397.92,0.05,309.09
2462,1094,94,1,98.59,0.1,45.83
2463,1094,69,3,596.14,0.2,292.15
2464,1095,71,2,715.66,0.0,751.94
2465,1095,82,2,676.62,0.15,555.59
2466,1096,121,1,85.94,0.05,35.29
2467,1097,51,2,591.25,0.3,347.65
2468,1097,64,1,658.39,0.05,303.53
2469,1098,124,1,313.44,0.15,98.87
2470,1099,174,1,528.99,0.0,131.71
2471,1100,109,1,30.29,0.25,8.93
2472,1100,80,2,692.97,0.0,716.42
2473,1100,26,1,426.48,0.3,80.22
2474,1100,46,1,393.07,0.25,61.68
2475,1100,40,1,1188.68,0.05,633.04
2476,1101,12,1,336.42,0.0,154.03
2477,1102,33,2,354.06,0.15,181.72
2478,1102,64,1,658.39,0.0,336.45
2479,1103,23,2,195.19,0.15,52.46
2480,1103,94,1,98.59,0.25,31.04
2481,1104,151,3,494.49,0.1,401.34
2482,1105,179,1,127.27,0.0,42.29
2483,1105,14,2,902.38,0.1,894.18
2484,1106,101,1,276.22,0.0,94.22
2485,1106,79,1,64.7,0.15,15.32
2486,1106,19,2,500.02,0.0,498.12
2487,1106,21,1,685.17,0.3,89.53
2488,1107,10,1,303.24,0.0,73.63
2489,1107,125,2,938.93,0.15,781.44
2490,1107,198,2,205.5,0.15,134.27
2491,1108,58,1,255.65,0.1,106.32
2492,1108,187,2,223.02,0.0,226.1
2493,1108,177,1,457.66,0.25,104.99
2494,1109,178,1,243.89,0.15,108.15
2495,1110,32,1,198.1,0.05,89.26
2496,1110,101,1,276.22,0.3,11.35
2497,1111,34,1,575.89,0.0,225.99
2498,1111,72,2,635.61,0.2,335.64
2499,1112,106,1,221.41,0.0,105.78
2500,1113,138,2,454.06,0.2,183.16
2501,1113,169,1,190.02,0.0,57.71
2502,1113,94,1,98.59,0.0,55.69
2503,1114,19,1,500.02,0.0,249.06
2504,1114,81,1,1109.89,0.3,282.4
2505,1115,129,1,346.58,0.25,86.59
2506,1115,92,1,565.89,0.0,202.68
2507,1115,171,1,162.85,0.05,84.62
2508,1116,109,1,30.29,0.0,16.5
2509,1116,7,1,426.24,0.0,174.03
2510,1116,130,2,157.4,0.2,105.46
2511,1117,13,1,133.25,0.25,31.36
2512,1117,188,2,129.24,0.3,32.78
2513,1117,56,1,232.67,0.0,103.01
2514,1118,54,1,1082.75,0.2,376.81
2515,1118,10,1,303.24,0.2,12.98
2516,1119,143,3,588.29,0.25,72.02
2517,1119,134,2,347.96,0.15,281.65
2518,1119,30,1,134.37,0.15,59.46
2519,1119,105,2,553.41,0.0,426.34
2520,1120,161,1,607.74,0.2,137.08
2521,1120,10,2,303.24,0.3,-34.68
2522,1120,170,2,222.94,0.2,80.16
2523,1120,152,1,83.35,0.3,15.18
2524,1120,98,1,357.22,0.25,86.36
2525,1121,183,2,552.79,0.3,-54.83
2526,1121,125,1,938.93,0.1,437.67
2527,1121,41,1,770.66,0.05,265.13
2528,1121,1,1,584.36,0.15,145.09
2529,1122,5,1,544.75,0.0,306.96
2530,1122,120,3,79.56,0.05,96.37
2531,1123,103,1,358.44,0.3,56.57
2532,1124,150,1,561.25,0.1,232.45
2533,1124,161,1,607.74,0.1,197.86
2534,1124,146,1,69.07,0.05,36.85
2535,1125,21,1,685.17,0.1,226.56
2536,1125,67,1,647.26,0.2,247.69
2537,1126,132,1,590.43,0.15,175.32
2538,1126,186,1,493.82,0.3,113.43
2539,1127,126,1,239.83,0.1,84.46
2540,1127,26,1,426.48,0.0,208.16
2541,1128,156,2,726.59,0.05,741.42
2542,1128,94,3,98.59,0.05,152.28
2543,1129,23,1,195.19,0.05,45.75
2544,1129,129,1,346.58,0.0,173.23
2545,1129,13,1,133.25,0.0,64.67
2546,1129,161,1,607.74,0.3,76.31
2547,1130,89,2,653.72,0.05,549.69
2548,1130,110,1,586.81,0.25,184.98
2549,1130,85,2,254.51,0.25,44.46
2550,1131,5,1,544.75,0.25,170.77
2551,1131,174,1,528.99,0.25,-0.54
2552,1131,52,1,996.94,0.0,569.29
2553,1132,28,1,150.83,0.0,79.9
2554,1132,96,1,1064.23,0.0,626.16
2555,1132,73,1,675.15,0.0,347.8
2556,1133,96,3,1064.23,0.1,1559.21
2557,1134,7,1,426.24,0.15,110.09
2558,1134,169,1,190.02,0.0,57.71
2559,1135,191,1,153.62,0.3,4.51
2560,1135,185,2,539.54,0.25,160.25
2561,1136,118,1,977.75,0.25,257.18
2562,1136,61,1,250.73,0.2,74.35
2563,1137,55,1,73.39,0.1,33.51
2564,1138,57,2,892.48,0.0,911.54
2565,1139,149,1,60.25,0.05,23.84
2566,1140,158,1,652.92,0.05,357.73
2567,1140,79,3,64.7,0.25,26.57
2568,1141,183,1,552.79,0.2,27.86
2569,1141,72,1,635.61,0.1,231.38
2570,1141,28,1,150.83,0.2,49.73
2571,1142,159,1,413.67,0.05,208.07
2572,1143,134,2,347.96,0.0,386.04
2573,1143,156,1,726.59,0.0,407.04
2574,1144,84,1,574.58,0.0,173.31
2575,1144,162,1,551.2,0.05,302.64
2576,1145,58,2,255.65,0.1,212.63
2577,1146,98,2,357.22,0.25,172.71
2578,1147,27,1,88.29,0.3,22.58
2579,1147,48,1,1112.65,0.0,618.33
2580,1147,93,2,302.38,0.0,177.1
2581,1147,21,2,685.17,0.0,590.16
2582,1148,130,1,157.4,0.2,52.73
2583,1148,4,1,487.11,0.3,117.59
2584,1148,87,2,625.37,0.0,736.98
2585,1149,33,1,354.06,0.3,37.75
2586,1150,71,1,715.66,0.0,375.97
2587,1151,98,1,357.22,0.15,122.08
2588,1151,50,1,601.36,0.2,24.97
2589,1152,142,1,331.65,0.0,181.97
2590,1152,73,1,675.15,0.0,347.8
2591,1153,67,1,647.26,0.3,182.96
2592,1153,178,1,243.89,0.2,95.95
2593,1153,143,1,588.29,0.0,171.08
2594,1154,119,1,807.42,0.0,482.35
2595,1155,11,2,584.44,0.0,498.2
2596,1155,58,2,255.65,0.0,263.76
2597,1156,98,1,357.22,0.0,175.66
2598,1156,174,2,528.99,0.0,263.42
2599,1156,162,1,551.2,0.05,302.64
2600,1157,105,1,553.41,0.1,157.83
2601,1157,2,1,326.77,0.0,146.64
2602,1157,99,2,938.5,0.0,1065.92
2603,1158,149,2,60.25,0.2,29.6
2604,1158,158,3,652.92,0.0,1171.14
2605,1158,33,2,354.06,0.25,110.91
2606,1159,142,2,331.65,0.1,297.61
2607,1159,172,1,725.55,0.0,388.31
2608,1160,21,1,685.17,0.05,260.82
2609,1161,133,2,893.47,0.3,302.14
2610,1161,27,1,88.29,0.1,40.24
2611,1161,29,1,452.96,0.15,160.52
2612,1162,179,1,127.27,0.0,42.29
2613,1162,181,1,516.5,0.0,245.1
2614,1162,60,1,643.64,0.25,134.48
2615,1162,41,1,770.66,0.15,188.06
2616,1163,147,1,743.61,0.0,432.09
2617,1163,191,2,153.62,0.2,39.75
2618,1164,76,2,646.8,0.25,374.6
2619,1164,170,1,222.94,0.0,84.67
2620,1165,27,1,88.29,0.15,35.83
2621,1166,100,1,644.39,0.0,335.98
2622,1166,70,1,96.21,0.25,17.91
2623,1166,81,1,1109.89,0.0,615.37
2624,1167,69,1,596.14,0.25,67.58
2625,1167,7,1,426.24,0.3,46.16
2626,1168,155,1,129.84,0.0,54.47
2627,1168,59,2,509.48,0.2,131.11
2628,1169,158,1,652.92,0.2,259.8
2629,1169,74,3,191.16,0.0,338.01
2630,1169,23,1,195.19,0.2,16.47
2631,1170,43,1,707.04,0.25,96.91
2632,1171,17,1,79.24,0.0,18.97
2633,1171,180,1,679.52,0.2,119.11
2634,1172,176,2,378.49,0.0,334.4
2635,1173,137,1,407.84,0.15,158.15
2636,1174,25,1,653.92,0.05,266.76
2637,1175,100,1,644.39,0.1,271.54
2638,1175,74,1,191.16,0.3,55.32
2639,1176,154,2,679.28,0.2,294.11
2640,1176,77,2,512.73,0.3,297.86
2641,1177,131,1,859.46,0.25,236.14
2642,1177,65,1,939.57,0.05,439.92
2643,1178,28,3,150.83,0.25,126.58
2644,1178,7,2,426.24,0.0,348.06
2645,1179,114,2,397.92,0.25,149.92
2646,1179,125,1,938.93,0.1,437.67
2647,1179,196,1,366.82,0.05,149.17
2648,1180,10,1,303.24,0.0,73.63
2649,1180,114,1,397.92,0.2,94.86
2650,1180,136,2,928.76,0.0,1022.8
2651,1181,7,1,426.24,0.0,174.03
2652,1182,76,1,646.8,0.15,251.98
2653,1183,152,1,83.35,0.05,36.02
2654,1183,109,1,30.29,0.3,7.41
2655,1184,145,1,57.55,0.15,25.11
2656,1184,187,1,223.02,0.0,113.05
2657,1185,28,1,150.83,0.0,79.9
2658,1186,187,1,223.02,0.0,113.05
2659,1186,60,2,643.64,0.0,590.78
2660,1186,93,1,302.38,0.0,88.55
2661,1187,104,1,713.08,0.2,268.31
2662,1187,90,2,120.0,0.25,14.64
2663,1188,117,1,97.02,0.25,12.4
2664,1188,61,1,250.73,0.1,99.43
2665,1189,178,1,243.89,0.0,144.73
2666,1189,40,2,1188.68,0.05,1266.07
2667,1189,70,2,96.21,0.3,26.19
2668,1190,135,3,786.28,0.05,1237.85
2669,1190,97,2,232.31,0.0,138.42
2670,1190,85,2,254.51,0.2,69.92
2671,1191,170,1,222.94,0.0,84.67
2672,1191,24,3,20.82,0.05,25.41
2673,1192,52,2,996.94,0.25,640.11
2674,1193,100,1,644.39,0.15,239.32
2675,1193,113,1,1004.01,0.0,586.32
2676,1193,9,1,112.42,0.05,54.85
2677,1193,111,2,46.14,0.25,30.85
2678,1194,31,1,647.79,0.0,355.43
2679,1194,184,1,730.61,0.2,255.44
2680,1195,151,1,494.49,0.15,109.06
2681,1195,143,2,588.29,0.2,106.84
2682,1195,157,1,208.01,0.05,43.82
2683,1196,137,1,407.84,0.0,219.33
2684,1196,178,2,243.89,0.15,216.29
2685,1196,153,1,592.19,0.0,154.26
2686,1197,60,1,643.64,0.0,295.39
2687,1197,154,1,679.28,0.0,282.91
2688,1197,184,2,730.61,0.2,510.88
2689,1198,192,3,52.0,0.15,68.52
2690,1198,150,1,561.25,0.0,288.58
2691,1199,160,1,977.29,0.0,531.44
2692,1199,45,1,796.73,0.0,362.75
2693,1200,29,2,452.96,0.0,456.92
2694,1200,171,2,162.85,0.2,120.38
2695,1200,198,1,205.5,0.0,97.96
2696,1201,118,1,977.75,0.1,403.85
2697,1201,50,3,601.36,0.3,-105.5
2698,1201,144,1,378.77,0.0,165.47
2699,1202,1,1,584.36,0.0,232.74
2700,1202,13,1,133.25,0.05,58.01
2701,1202,173,1,762.12,0.1,287.0
2702,1202,190,1,527.6,0.2,207.19
2703,1203,160,1,977.29,0.3,238.25
2704,1203,14,2,902.38,0.25,623.47
2705,1203,196,1,366.82,0.05,149.17
2706,1204,68,1,641.3,0.3,73.1
2707,1205,174,2,528.99,0.25,-1.07
2708,1206,63,3,996.53,0.2,1137.4
2709,1206,161,1,607.74,0.0,258.63
2710,1206,106,1,221.41,0.0,105.78
2711,1206,93,2,302.38,0.3,-4.33
2712,1207,36,1,539.05,0.0,124.84
2713,1207,6,1,703.95,0.2,121.16
2714,1208,32,1,198.1,0.05,89.26
2715,1208,124,2,313.44,0.0,291.78
2716,1208,99,1,938.5,0.1,439.11
2717,1209,177,1,457.66,0.2,127.87
2718,1209,161,1,607.74,0.15,167.47
2719,1209,112,2,271.23,0.0,238.74
2720,1210,119,1,807.42,0.05,441.98
2721,1210,112,1,271.23,0.0,119.37
2722,1211,188,1,129.24,0.15,35.77
2723,1211,59,1,509.48,0.3,14.61
2724,1211,169,1,190.02,0.2,19.71
2725,1212,27,2,88.29,0.05,89.31
2726,1212,45,1,796.73,0.1,283.08
2727,1212,98,1,357.22,0.15,122.08
2728,1213,43,1,707.04,0.2,132.26
2729,1213,48,2,1112.65,0.1,1014.13
2730,1213,81,1,1109.89,0.3,282.4
2731,1214,64,2,658.39,0.2,409.54
2732,1215,187,1,223.02,0.0,113.05
2733,1215,139,1,679.43,0.05,303.09
2734,1215,112,1,271.23,0.2,65.12
2735,1216,155,2,129.84,0.0,108.94
2736,1217,128,1,337.88,0.15,115.65
2737,1217,123,1,465.22,0.15,158.71
2738,1218,169,1,190.02,0.2,19.71
2739,1218,178,1,243.89,0.0,144.73
2740,1219,136,1,928.76,0.15,372.09
2741,1219,123,1,465.22,0.0,228.49
2742,1219,157,1,208.01,0.1,33.42
2743,1220,61,1,250.73,0.2,74.35
2744,1220,120,1,79.56,0.0,36.1
2745,1220,44,1,675.55,0.05,229.7
2746,1220,30,1,134.37,0.1,66.18
2747,1220,106,1,221.41,0.0,105.78
2748,1221,82,1,676.62,0.25,210.14
2749,1222,59,1,509.48,0.05,141.98
2750,1222,185,1,539.54,0.15,134.08
2751,1223,149,1,60.25,0.0,26.85
2752,1223,81,1,1109.89,0.25,337.9
2753,1223,196,1,366.82,0.0,167.51
2754,1223,89,1,653.72,0.25,144.1
2755,1223,18,1,136.63,0.2,8.96
2756,1224,117,1,97.02,0.15,22.1
2757,1224,4,1,487.11,0.25,141.94
2758,1224,56,2,232.67,0.0,206.02
2759,1224,182,1,192.42,0.15,69.67
2760,1224,136,2,928.76,0.1,837.05
2761,1225,42,1,344.56,0.0,110.73
2762,1225,53,1,38.13,0.15,4.82
2763,1225,54,1,1082.75,0.05,539.22
2764,1226,131,1,859.46,0.0,451.0
2765,1227,164,1,246.2,0.25,2.39
2766,1227,144,1,378.77,0.0,165.47
2767,1228,11,2,584.44,0.3,147.54
2768,1228,121,1,85.94,0.0,39.59
2769,1228,175,1,434.86,0.05,103.27
2770,1229,91,1,963.24,0.0,465.87
2771,1229,196,1,366.82,0.25,75.81
2772,1229,75,1,141.06,0.0,64.58
2773,1230,6,1,703.95,0.3,50.76
2774,1230,141,1,761.48,0.0,437.3
