order_id,customer_id,order_date,ship_date,return_date,ship_mode,total_amount
1072,465,2025-03-17,2025-03-24,,Same Day,1354.63
1073,789,2025-07-27,2025-07-30,,Standard,1335.06
1074,284,2024-12-12,2024-12-16,,Standard,2096.3
1075,265,2025-11-28,2025-12-05,,Express,1950.69
1076,72,2024-07-26,2024-07-28,,Standard,2446.27
1077,661,2025-06-12,2025-06-13,,Express,3764.69
1078,224,2023-07-22,2023-07-26,,Standard,1786.94
1079,36,2024-04-01,2024-04-02,,Express,1881.0
1080,796,2025-08-09,2025-08-10,,Standard,68.75
1081,669,2025-06-05,2025-06-06,,Same Day,2046.2
1082,400,2025-07-01,2025-07-03,,Express,690.03
1083,589,2024-05-31,2024-06-05,,Express,3743.77
1084,490,2024-06-30,2024-07-04,,Standard,285.98
1085,554,2025-10-21,2025-10-22,,Same Day,1667.45
1086,838,2025-08-25,2025-08-26,,Express,1014.93
1087,342,2025-08-20,2025-08-24,2025-09-12,Standard,908.06
1088,375,2025-09-29,2025-10-06,,Standard,1125.01
1089,862,2025-05-27,2025-06-03,,Same Day,4231.42
1090,208,2024-10-18,2024-10-23,2024-11-02,Same Day,57.55
1091,196,2025-10-08,2025-10-14,,Standard,277.55
1092,646,2025-08-19,2025-08-22,,Same Day,1457.58
1093,449,2025-08-03,2025-08-05,,Standard,1126.35
1094,26,2025-12-08,2025-12-10,,Standard,2275.52
1095,812,2025-03-23,2025-03-29,,Same Day,2581.57
1096,989,2025-08-21,2025-08-28,,Standard,81.64
1097,38,2025-11-17,2025-11-18,,Same Day,1453.22
1098,44,2024-04-15,2024-04-16,,Same Day,266.42
1099,684,2025-12-03,2025-12-07,,Same Day,528.99
1100,153,2025-11-04,2025-11-09,,Standard,3131.24
1101,38,2025-10-23,2025-10-27,,Express,336.42
1102,929,2025-03-16,2025-03-17,,Same Day,1260.29
1103,134,2024-11-12,2024-11-14,,Express,405.77
1104,841,2023-08-25,2023-08-29,,Same Day,1335.12
1105,66,2024-06-10,2024-06-11,,Same Day,1751.55
1106,226,2025-05-12,2025-05-19,,Express,1810.87
1107,831,2025-11-26,2025-12-02,,Express,2248.77
1108,124,2025-11-18,2025-11-23,,Express,1019.37
1109,857,2025-09-23,2025-09-25,,Same Day,207.31
1110,178,2024-10-31,2024-11-01,,Standard,381.55
1111,776,2025-10-19,2025-10-21,,Same Day,1592.87
1112,169,2025-09-21,2025-09-23,,Standard,221.41
1113,137,2024-12-08,2024-12-15,,Same Day,1015.11
1114,386,2024-04-09,2024-04-10,,Standard,1276.94
1115,7,2025-08-29,2025-08-31,,Same Day,980.53
1116,668,2025-11-09,2025-11-12,,Express,708.37
1117,709,2025-06-17,2025-06-19,,Express,513.54
1118,536,2024-09-25,2024-09-29,,Standard,1108.79
1119,626,2025-12-06,2025-12-07,,Same Day,3136.22
1120,512,2025-05-04,2025-05-10,,Express,1593.69
1121,357,2025-08-21,2025-08-22,,Standard,2847.78
1122,121,2025-11-30,2025-12-01,,Same Day,771.5
1123,520,2025-05-25,2025-05-29,,Same Day,250.91
1124,214,2025-08-02,2025-08-03,,Standard,1117.71
1125,702,2025-08-21,2025-08-25,,Same Day,1134.46
1126,945,2025-11-11,2025-11-12,,Express,847.54
1127,215,2024-07-25,2024-07-28,,Express,642.33
1128,45,2025-03-25,2025-03-31,2025-04-14,Standard,1661.5
1129,162,2023-03-22,2023-03-26,,Standard,1090.68
1130,917,2025-02-22,2025-02-28,,Same Day,2063.94
1131,334,2025-11-14,2025-11-16,,Express,1802.25
1132,236,2025-06-25,2025-06-28,,Standard,1890.21
1133,756,2024-11-07,2024-11-14,,Standard,2873.42
1134,76,2025-09-14,2025-09-19,,Express,552.32
1135,149,2025-11-20,2025-11-25,,Express,916.84
1136,383,2025-04-07,2025-04-11,,Same Day,933.9
1137,368,2025-02-10,2025-02-12,,Standard,66.05
1138,709,2025-10-08,2025-10-09,,Standard,1784.96
1139,873,2024-10-17,2024-10-21,,Express,57.24
1140,226,2025-12-08,2025-12-11,,Same Day,765.85
1141,976,2025-12-07,2025-12-09,,Same Day,1134.94
1142,876,2025-06-09,2025-06-10,,Same Day,392.99
1143,501,2025-04-05,2025-04-10,,Express,1422.51
1144,286,2025-12-07,2025-12-13,,Standard,1098.22
1145,254,2024-06-23,2024-06-27,,Same Day,460.17
1146,969,2024-06-27,2024-07-02,,Express,535.83
1147,46,2025-08-30,2025-09-03,,Same Day,3149.55
1148,35,2025-07-10,2025-07-15,,Same Day,1717.64
1149,842,2023-12-10,2023-12-14,,Standard,247.84
1150,572,2025-06-03,2025-06-04,,Express,715.66
1151,973,2024-11-27,2024-11-29,,Standard,784.73
1152,664,2023-08-06,2023-08-07,,Express,1006.8
1153,166,2025-08-13,2025-08-20,,Same Day,1236.48
1154,25,2024-09-20,2024-09-24,,Same Day,807.42
1155,416,2025-11-30,2025-12-07,,Same Day,1680.18
1156,476,2025-10-02,2025-10-08,2025-10-25,Standard,1938.84
1157,395,2025-11-26,2025-12-01,2025-12-12,Express,2701.84
1158,715,2025-10-03,2025-10-08,,Same Day,2586.25
1159,83,2025-09-06,2025-09-09,,Standard,1322.52
1160,528,2025-09-17,2025-09-20,,Standard,650.91
1161,393,2025-02-20,2025-02-24,,Express,1715.34
1162,376,2023-10-26,2023-11-01,,Standard,1781.56
1163,575,2025-08-06,2025-08-13,,Express,989.4
1164,245,2025-05-19,2025-05-25,,Same Day,1193.14
1165,893,2025-04-07,2025-04-09,,Standard,75.05
1166,329,2025-02-07,2025-02-10,,Express,1826.44
1167,284,2024-12-08,2024-12-09,,Express,745.47
1168,498,2025-10-24,2025-10-29,,Express,945.01
1169,727,2024-10-13,2024-10-19,,Express,1251.97
1170,463,2025-06-25,2025-06-28,,Same Day,530.28
1171,829,2025-12-06,2025-12-07,,Express,622.86
1172,90,2025-10-14,2025-10-18,,Express,756.98
1173,982,2024-07-23,2024-07-24,,Standard,346.66
1174,714,2024-01-02,2024-01-06,,Standard,621.22
1175,534,2025-11-23,2025-11-24,,Same Day,713.76
1176,555,2025-01-18,2025-01-22,,Express,1804.67
1177,756,2025-07-03,2025-07-04,,Standard,1537.19
1178,23,2025-05-01,2025-05-08,,Same Day,1191.85
1179,344,2025-09-22,2025-09-27,,Same Day,1790.4
1180,806,2024-02-05,2024-02-09,,Same Day,2479.1
1181,543,2025-07-23,2025-07-28,,Express,426.24
1182,581,2025-07-18,2025-07-25,,Express,549.78
1183,233,2025-05-31,2025-06-03,,Standard,100.39
1184,152,2025-09-06,2025-09-09,,Standard,271.94
1185,634,2024-05-20,2024-05-26,,Standard,150.83
1186,997,2025-10-18,2025-10-25,,Same Day,1812.68
1187,814,2023-12-04,2023-12-06,,Standard,750.46
1188,325,2025-12-01,2025-12-03,,Express,298.42
1189,189,2025-10-24,2025-10-29,,Same Day,2637.08
1190,325,2025-11-24,2025-11-26,,Same Day,3112.73
1191,999,2024-12-08,2024-12-13,,Standard,282.28
1192,415,2025-01-30,2025-02-06,,Express,1495.41
1193,951,2025-06-03,2025-06-05,2025-06-29,Same Day,1727.75
1194,1000,2025-11-13,2025-11-16,,Express,1232.28
1195,486,2025-02-26,2025-03-05,,Same Day,1559.19
1196,683,2025-08-10,2025-08-17,,Express,1414.64
1197,347,2025-04-08,2025-04-14,,Standard,2491.9
1198,143,2025-07-13,2025-07-18,2025-07-16,Express,693.85
1199,633,2025-07-29,2025-08-02,,Express,1774.02
1200,57,2025-12-09,2025-12-15,,Same Day,1371.98
1201,228,2025-10-02,2025-10-04,2025-10-22,Express,2521.6
1202,694,2025-02-26,2025-03-03,,Express,1818.94
1203,326,2025-10-09,2025-10-14,,Standard,2386.15
1204,931,2025-04-02,2025-04-06,,Express,448.91
1205,379,2025-08-30,2025-09-02,2025-09-13,Express,793.49
1206,316,2025-03-18,2025-03-25,,Standard,3644.15
1207,746,2025-10-20,2025-10-24,,Express,1102.21
1208,823,2025-08-25,2025-08-28,,Same Day,1659.72
1209,994,2025-08-21,2025-08-27,,Standard,1425.17
1210,856,2024-08-24,2024-08-26,,Express,1038.28
1211,889,2024-12-31,2025-01-03,2025-01-21,Express,618.51
1212,91,2024-10-01,2024-10-05,,Express,1188.44
1213,425,2025-03-26,2025-03-31,,Same Day,3345.32
1214,774,2025-12-05,2025-12-07,,Express,1053.42
1215,297,2025-10-21,2025-10-25,2025-11-19,Express,1085.46
1216,855,2025-12-01,2025-12-04,,Same Day,259.68
1217,475,2024-05-28,2024-05-29,,Standard,682.63
1218,269,2024-10-14,2024-10-20,,Express,395.91
1219,128,2025-09-18,2025-09-24,,Express,1441.88
1220,184,2025-11-06,2025-11-12,,Standard,1264.26
1221,123,2025-07-08,2025-07-11,,Standard,507.47
1222,614,2025-12-09,2025-12-12,,Same Day,942.62
1223,447,2024-08-25,2024-08-31,,Same Day,1859.08
1224,838,2025-02-21,2025-02-24,,Same Day,2748.46
1225,18,2025-08-04,2025-08-06,,Standard,1405.58
1226,328,2025-11-30,2025-12-06,,Standard,859.46
1227,55,2025-01-10,2025-01-13,,Express,563.42
1228,50,2025-05-29,2025-06-01,,Standard,1317.27
1229,527,2024-10-06,2024-10-13,,Standard,1379.41
1230,614,2025-11-21,2025-11-26,,Express,1254.24
1231,847,2025-09-27,2025-10-04,,Same Day,1239.15
1232,715,2025-04-02,2025-04-03,,Express,567.63
1233,844,2024-02-21,2024-02-22,,Express,1984.1
1234,382,2025-08-22,2025-08-26,,Standard,796.73
1235,105,2024-12-03,2024-12-05,,Standard,201.15
1236,815,2025-11-22,2025-11-27,,Same Day,285.98
1237,867,2025-07-04,2025-07-10,,Standard,3460.13
1238,428,2025-08-04,2025-08-05,2025-08-11,Standard,92.17
1239,492,2025-04-17,2025-04-20,,Standard,293.3
1240,837,2025-10-12,2025-10-17,,Express,1260.02
1241,177,2025-05-23,2025-05-24,,Standard,2075.39
1242,228,2025-08-24,2025-08-31,,Same Day,338.32
1243,233,2025-03-02,2025-03-04,,Standard,167.27
1244,436,2024-10-17,2024-10-18,2024-11-04,Express,887.13
1245,44,2023-09-14,2023-09-15,2023-10-08,Same Day,550.62
1246,608,2025-05-20,2025-05-24,2025-05-31,Standard,1091.87
1247,68,2025-09-22,2025-09-28,2025-09-28,Standard,1820.05
1248,943,2024-12-22,2024-12-24,,Standard,2284.62
1249,190,2025-10-17,2025-10-18,2025-11-16,Same Day,508.67
1250,965,2025-10-14,2025-10-19,,Standard,1094.36
1251,876,2025-08-18,2025-08-25,,Standard,747.42
1252,518,2025-03-30,2025-03-31,,Standard,1165.29
1253,542,2024-12-14,2024-12-20,,Express,2805.78
1254,176,2025-09-11,2025-09-12,,Standard,2065.19
1255,947,2025-06-09,2025-06-14,,Express,2051.04
1256,376,2025-04-13,2025-04-18,,Same Day,643.32
1257,981,2025-08-21,2025-08-23,,Express,1456.8
1258,435,2023-11-03,2023-11-08,,Standard,1472.89
1259,780,2024-11-16,2024-11-17,,Same Day,2338.8
1260,140,2025-11-14,2025-11-21,,Express,176.13
1261,571,2025-07-02,2025-07-03,2025-07-20,Standard,3078.03
1262,395,2025-11-23,2025-11-27,,Express,977.75
1263,704,2025-05-15,2025-05-17,,Express,110.18
1264,876,2025-07-30,2025-08-01,,Express,914.13
1265,962,2025-01-16,2025-01-19,,Same Day,846.24
1266,504,2023-09-05,2023-09-09,,Same Day,1422.8
1267,693,2024-01-21,2024-01-22,,Express,406.62
1268,712,2025-04-13,2025-04-14,,Standard,543.97
1269,67,2025-08-24,2025-08-26,,Same Day,2669.84
1270,865,2025-03-15,2025-03-16,,Express,445.04
1271,743,2025-08-25,2025-08-28,,Same Day,3829.65
1272,608,2025-07-13,2025-07-20,,Same Day,694.72
1273,966,2025-07-27,2025-07-30,,Same Day,482.73
1274,973,2025-03-03,2025-03-07,,Standard,488.11
1275,787,2025-10-19,2025-10-20,,Express,1412.44
1276,510,2025-01-07,2025-01-13,,Standard,1984.94
1277,102,2025-08-30,2025-08-31,,Express,437.2
1278,695,2025-02-11,2025-02-13,,Same Day,2283.45
1279,335,2024-03-20,2024-03-23,,Standard,411.43
1280,779,2023-07-16,2023-07-22,,Express,1138.01
1281,812,2025-01-06,2025-01-08,,Express,437.19
1282,503,2025-06-01,2025-06-04,,Same Day,331.65
1283,560,2023-12-12,2023-12-19,2023-12-28,Standard,1446.07
1284,393,2025-08-12,2025-08-15,,Express,1382.41
1285,471,2024-06-16,2024-06-17,,Same Day,1829.98
1286,882,2025-09-09,2025-09-12,,Standard,282.1
1287,504,2025-07-03,2025-07-05,,Express,827.89
1288,500,2024-04-27,2024-05-02,,Same Day,1972.39
1289,568,2025-06-10,2025-06-15,,Express,199.27
1290,576,2025-10-19,2025-10-21,,Express,724.14
1291,270,2025-11-01,2025-11-06,,Same Day,1571.62
1292,693,2024-10-21,2024-10-28,,Express,2746.1
1293,63,2024-04-26,2024-05-01,2024-05-25,Express,535.33
1294,358,2025-11-30,2025-12-01,,Same Day,1881.4
1295,350,2025-02-27,2025-02-28,,Express,747.69
1296,422,2024-04-25,2024-04-26,,Standard,1346.83
1297,241,2025-12-09,2025-12-12,,Same Day,512.1
1298,68,2025-09-23,2025-09-24,,Standard,574.29
1299,552,2025-02-20,2025-02-21,,Express,844.16
1300,582,2025-12-03,2025-12-07,,Same Day,1975.32
1301,481,2025-12-04,2025-12-05,,Express,3029.76
1302,585,2025-09-27,2025-09-30,,Express,790.74
1303,103,2025-10-27,2025-11-02,,Express,174.87
1304,515,2024-12-31,2025-01-02,,Express,166.41
1305,993,2025-10-08,2025-10-10,,Standard,472.21
1306,861,2025-02-02,2025-02-04,,Standard,1904.28
1307,305,2025-05-08,2025-05-12,,Same Day,721.35
1308,761,2025-09-17,2025-09-23,,Standard,1651.22
1309,607,2024-08-22,2024-08-25,2024-09-19,Same Day,573.65
1310,487,2024-12-29,2024-12-31,,Standard,935.16
1311,668,2025-06-13,2025-06-18,,Express,3500.57
1312,680,2024-11-27,2024-11-30,,Express,1548.7
1313,258,2025-11-03,2025-11-07,,Same Day,565.19
1314,185,2024-05-31,2024-06-06,,Standard,722.15
1315,591,2024-08-30,2024-09-01,,Same Day,114.54
1316,961,2024-12-20,2024-12-23,,Same Day,703.9
1317,829,2025-11-01,2025-11-08,,Express,489.69
1318,958,2025-04-15,2025-04-20,,Express,2812.83
1319,152,2025-07-11,2025-07-13,,Express,431.99
1320,865,2025-03-31,2025-04-04,,Standard,1786.94
1321,650,2024-07-21,2024-07-28,,Express,850.19
1322,662,2024-02-26,2024-02-29,,Standard,86.92
1323,416,2025-12-01,2025-12-02,,Standard,1839.64
1324,252,2025-08-19,2025-08-23,,Express,1341.22
1325,433,2025-12-09,2025-12-10,,Express,1637.79
1326,140,2025-07-18,2025-07-21,,Express,164.81
1327,675,2025-05-27,2025-05-29,,Standard,378.39
1328,987,2025-07-14,2025-07-21,2025-08-13,Standard,1237.84
1329,322,2024-11-11,2024-11-14,,Express,152.25
1330,919,2025-10-20,2025-10-26,,Standard,128.21
1331,407,2025-11-25,2025-12-01,,Standard,393.07
1332,115,2025-11-23,2025-11-24,,Same Day,122.14
1333,973,2025-09-08,2025-09-13,,Standard,696.96
1334,244,2025-02-11,2025-02-12,,Express,1095.53
1335,338,2025-03-07,2025-03-14,,Standard,831.09
1336,958,2025-10-18,2025-10-20,,Standard,563.98
1337,220,2025-11-11,2025-11-15,,Same Day,1888.61
1338,58,2024-12-17,2024-12-22,,Standard,980.62
1339,325,2025-11-30,2025-12-04,,Standard,1375.68
1340,987,2024-12-13,2024-12-20,,Express,414.74
1341,487,2025-10-20,2025-10-23,,Standard,2063.94
1342,661,2025-10-07,2025-10-08,,Same Day,345.67
1343,819,2025-01-26,2025-02-01,,Same Day,96.21
1344,246,2023-11-16,2023-11-21,,Same Day,698.76
1345,982,2025-05-12,2025-05-19,,Same Day,977.38
1346,888,2024-08-27,2024-09-03,,Standard,1680.65
1347,932,2025-09-17,2025-09-20,,Standard,2733.55
1348,305,2024-11-03,2024-11-10,,Express,1653.22
1349,647,2024-05-03,2024-05-10,,Express,180.52
1350,809,2025-09-30,2025-10-03,,Express,1774.76
1351,483,2025-05-05,2025-05-12,,Express,490.29
1352,898,2025-11-12,2025-11-19,2025-11-20,Same Day,869.04
1353,268,2025-11-28,2025-11-29,,Same Day,2274.99
1354,747,2025-10-20,2025-10-24,,Standard,58.23
1355,657,2024-10-23,2024-10-29,,Same Day,1316.78
1356,140,2025-07-11,2025-07-15,,Express,1513.14
1357,322,2024-10-15,2024-10-16,2024-10-25,Same Day,322.0
1358,731,2024-08-27,2024-09-03,,Express,96.21
1359,812,2024-08-09,2024-08-13,,Same Day,389.2
1360,137,2025-02-28,2025-03-02,,Express,362.33
1361,819,2025-05-23,2025-05-25,2025-06-06,Standard,985.73
1362,403,2025-02-16,2025-02-23,,Standard,326.77
1363,22,2024-09-02,2024-09-07,,Same Day,310.4
1364,235,2025-09-17,2025-09-21,,Same Day,192.22
1365,873,2023-12-18,2023-12-19,,Express,1017.76
1366,615,2024-08-17,2024-08-19,2024-08-31,Standard,614.46
1367,970,2025-11-13,2025-11-14,2025-12-02,Express,1013.55
1368,792,2025-08-02,2025-08-09,,Standard,851.42
1369,230,2024-11-11,2024-11-13,,Express,1832.94
1370,295,2025-04-07,2025-04-11,,Express,1059.05
1371,877,2024-03-09,2024-03-14,,Express,1686.7
1372,745,2025-05-18,2025-05-20,,Express,2788.26
1373,812,2024-02-13,2024-02-14,,Express,2964.95
1374,242,2025-02-25,2025-03-01,,Express,216.36
1375,597,2025-08-11,2025-08-12,2025-08-18,Express,891.18
1376,998,2025-09-30,2025-10-04,,Same Day,1126.42
1377,393,2025-06-18,2025-06-24,,Standard,2131.07
1378,98,2025-11-26,2025-11-27,2025-12-06,Express,1828.92
1379,931,2025-03-26,2025-03-31,,Same Day,2726.24
1380,727,2025-05-23,2025-05-30,2025-06-03,Same Day,946.7
1381,635,2025-04-08,2025-04-11,,Same Day,1862.63
1382,380,2023-10-01,2023-10-06,2023-10-09,Express,1892.87
1383,174,2025-08-29,2025-09-02,,Express,1257.04
1384,136,2024-10-06,2024-10-09,,Express,1666.28
1385,146,2024-09-28,2024-09-29,,Standard,2123.17
1386,512,2025-08-10,2025-08-16,,Express,1199.7
1387,290,2024-07-15,2024-07-20,,Express,2472.98
1388,530,2025-09-13,2025-09-17,,Express,672.71
1389,755,2025-11-05,2025-11-12,,Same Day,1927.83
1390,874,2025-11-18,2025-11-24,,Standard,2132.69
1391,194,2025-02-10,2025-02-11,,Standard,1077.38
1392,482,2025-10-15,2025-10-17,,Express,670.51
1393,119,2025-10-22,2025-10-26,2025-11-05,Same Day,1254.69
1394,575,2024-12-19,2024-12-23,,Same Day,2052.08
1395,888,2024-05-28,2024-05-29,,Standard,877.9
1396,890,2025-11-27,2025-11-29,,Same Day,90.89
1397,521,2025-02-21,2025-02-26,,Same Day,2273.75
1398,218,2025-12-06,2025-12-07,,Same Day,4239.01
1399,185,2025-07-12,2025-07-13,,Express,686.18
1400,694,2025-03-02,2025-03-05,2025-03-26,Same Day,2017.49
1401,125,2025-03-17,2025-03-20,,Standard,30.29
1402,858,2025-09-06,2025-09-08,2025-09-23,Same Day,2675.52
1403,676,2025-06-12,2025-06-16,,Express,981.19
1404,609,2025-05-27,2025-05-28,,Standard,1296.64
1405,672,2025-10-17,2025-10-20,,Same Day,2417.7
1406,929,2025-09-15,2025-09-20,,Standard,1153.08
1407,821,2025-03-26,2025-03-29,,Standard,2753.71
1408,762,2024-04-10,2024-04-15,,Express,986.04
1409,95,2024-11-27,2024-11-30,,Express,136.63
1410,92,2024-04-02,2024-04-09,,Express,957.81
1411,799,2025-06-27,2025-06-30,,Same Day,74.6
1412,158,2023-10-22,2023-10-25,,Express,2103.73
1413,754,2024-09-14,2024-09-20,,Express,2894.95
1414,682,2025-07-02,2025-07-09,,Standard,645.54
1415,502,2025-11-14,2025-11-18,,Same Day,1891.93
1416,615,2025-01-31,2025-02-01,,Express,206.25
1417,629,2025-05-06,2025-05-10,,Standard,426.06
1418,42,2025-09-04,2025-09-07,,Same Day,2320.77
1419,230,2024-09-22,2024-09-26,,Same Day,685.6
1420,538,2024-11-08,2024-11-11,,Standard,519.87
1421,929,2025-09-19,2025-09-23,,Standard,58.71
1422,701,2024-09-30,2024-10-07,,Express,2656.11
1423,303,2024-07-17,2024-07-22,2024-07-21,Same Day,1603.63
1424,111,2025-09-17,2025-09-21,2025-10-11,Same Day,126.95
1425,583,2024-11-26,2024-11-29,,Standard,634.13
1426,788,2025-10-27,2025-10-28,2025-11-20,Express,1466.41
1427,184,2024-02-11,2024-02-18,,Standard,2004.5
1428,427,2025-07-23,2025-07-26,,Express,478.84
1429,776,2025-11-06,2025-11-11,,Express,3670.32
1430,990,2025-11-18,2025-11-20,,Same Day,524.22
1431,619,2024-05-23,2024-05-30,,Express,539.54
1432,548,2024-12-26,2024-12-27,,Standard,592.55
1433,176,2025-11-10,2025-11-14,,Express,800.02
1434,890,2025-12-09,2025-12-15,,Express,860.88
1435,311,2025-11-19,2025-11-26,,Express,2283.78
1436,708,2025-04-23,2025-04-30,,Standard,639.36
1437,139,2024-12-18,2024-12-20,2024-12-21,Same Day,2373.78
1438,994,2025-04-22,2025-04-29,2025-05-10,Same Day,716.88
1439,149,2025-12-04,2025-12-06,,Same Day,473.75
1440,879,2025-12-06,2025-12-11,,Express,2251.07
1441,789,2025-10-07,2025-10-09,,Standard,434.86
1442,120,2024-12-29,2024-12-31,,Express,906.43
1443,987,2025-07-13,2025-07-17,2025-07-30,Same Day,1512.22
1444,249,2024-03-29,2024-04-01,,Express,679.35
1445,53,2024-12-23,2024-12-24,2025-01-22,Same Day,2151.75
1446,443,2025-05-07,2025-05-14,,Same Day,3204.47
1447,611,2025-11-01,2025-11-04,2025-11-16,Express,4190.74
1448,526,2025-10-14,2025-10-16,,Same Day,1561.74
1449,20,2024-12-07,2024-12-12,,Standard,285.98
1450,275,2025-06-03,2025-06-07,,Standard,188.05
1451,507,2025-10-08,2025-10-12,,Standard,789.73
1452,166,2025-02-18,2025-02-24,,Express,1788.13
1453,449,2024-11-18,2024-11-23,,Same Day,604.69
1454,348,2025-09-24,2025-09-26,,Same Day,79.46
1455,729,2025-11-23,2025-11-27,,Same Day,685.17
1456,669,2025-09-10,2025-09-13,,Standard,2212.34
1457,637,2025-01-30,2025-02-02,,Standard,1516.58
1458,684,2025-12-02,2025-12-04,,Standard,1836.22
1459,621,2024-11-03,2024-11-04,,Express,3044.79
1460,311,2025-10-01,2025-10-03,,Standard,1619.26
1461,368,2025-02-05,2025-02-08,,Standard,2392.1
1462,848,2025-10-07,2025-10-08,,Express,678.43
1463,441,2024-09-24,2024-09-29,,Same Day,907.92
1464,230,2025-08-28,2025-08-31,,Express,403.56
1465,788,2023-04-05,2023-04-12,,Express,1293.07
1466,918,2024-12-01,2024-12-08,,Same Day,201.15
1467,619,2025-07-17,2025-07-18,,Express,1761.48
1468,819,2025-08-21,2025-08-28,,Standard,1709.81
1469,801,2025-04-24,2025-04-29,,Standard,1885.11
1470,844,2025-04-24,2025-04-25,,Standard,887.98
1471,646,2024-10-31,2024-11-07,,Express,830.89
1472,161,2025-08-12,2025-08-18,,Same Day,1460.32
1473,511,2025-05-11,2025-05-13,,Express,719.67
1474,839,2024-09-15,2024-09-16,,Express,278.54
1475,993,2025-10-03,2025-10-10,,Standard,3511.97
1476,855,2025-11-24,2025-11-27,,Standard,158.38
1477,88,2024-07-19,2024-07-22,,Express,455.53
1478,370,2025-12-02,2025-12-08,,Same Day,1907.36
1479,432,2025-11-21,2025-11-23,,Express,905.25
1480,424,2024-12-11,2024-12-15,,Same Day,1507.72
1481,814,2025-02-02,2025-02-03,,Standard,1208.57
1482,735,2025-04-30,2025-05-01,2025-05-13,Express,403.13
1483,791,2023-09-07,2023-09-11,2023-10-04,Standard,1665.89
1484,677,2025-11-11,2025-11-13,,Standard,77.58
1485,647,2025-06-13,2025-06-20,,Same Day,180.94
1486,997,2025-11-02,2025-11-06,,Same Day,2625.88
1487,718,2025-08-30,2025-09-05,,Express,257.12
1488,9,2025-11-26,2025-11-29,,Same Day,180.82
1489,943,2023-09-13,2023-09-19,,Same Day,640.16
1490,211,2025-12-04,2025-12-10,,Same Day,1421.58
1491,415,2025-11-09,2025-11-11,,Standard,695.05
1492,38,2025-11-16,2025-11-20,,Same Day,792.66
1493,901,2024-12-01,2024-12-06,,Express,1788.2
1494,219,2024-01-29,2024-02-03,,Same Day,1081.08
1495,349,2024-11-26,2024-11-27,2024-12-24,Same Day,1049.99
1496,607,2024-06-03,2024-06-05,,Express,675.76
1497,744,2024-07-11,2024-07-16,2024-07-15,Express,731.97
1498,266,2025-11-29,2025-12-02,,Same Day,1647.53
1499,964,2024-06-23,2024-06-27,,Same Day,1216.39
1500,6,2025-10-13,2025-10-16,,Same Day,1010.35
1501,596,2025-05-24,2025-05-30,,Same Day,79.46
1502,682,2025-10-22,2025-10-29,,Express,1057.85
1503,307,2024-02-17,2024-02-23,,Same Day,1245.11
1504,587,2025-07-26,2025-07-28,,Same Day,1272.71
1505,756,2024-05-22,2024-05-23,,Same Day,1950.71
1506,198,2025-12-08,2025-12-11,,Standard,895.46
1507,729,2025-11-26,2025-12-03,,Standard,2443.28
1508,64,2025-04-21,2025-04-23,,Express,1198.48
1509,80,2025-03-19,2025-03-25,,Same Day,154.12
1510,573,2025-10-14,2025-10-21,,Express,892.48
1511,652,2025-02-16,2025-02-20,,Express,55.42
1512,750,2025-09-02,2025-09-09,,Same Day,1018.96
1513,131,2024-11-02,2024-11-08,,Same Day,243.89
1514,526,2025-11-25,2025-11-26,,Express,2022.16
1515,485,2024-08-26,2024-09-01,,Same Day,1772.71
1516,379,2025-04-15,2025-04-20,,Standard,113.57
1517,124,2025-08-29,2025-09-03,,Same Day,782.63
1518,157,2025-08-15,2025-08-18,,Express,1530.74
1519,311,2025-10-08,2025-10-12,2025-10-15,Standard,1395.31
1520,803,2025-10-03,2025-10-07,2025-10-15,Express,509.93
1521,221,2023-10-10,2023-10-17,,Standard,2207.99
1522,126,2024-11-08,2024-11-11,2024-11-12,Express,90.89
1523,493,2025-11-15,2025-11-18,,Express,525.17
1524,801,2024-08-28,2024-09-01,,Same Day,557.71
1525,136,2024-11-25,2024-11-30,,Express,1168.39
1526,684,2025-12-01,2025-12-03,,Express,1064.23
1527,92,2025-05-05,2025-05-09,,Express,687.57
1528,348,2023-05-12,2023-05-18,,Same Day,1981.56
1529,285,2024-07-08,2024-07-15,,Standard,384.55
1530,586,2025-03-25,2025-03-30,,Same Day,717.82
1531,573,2025-05-08,2025-05-10,,Same Day,1170.98
1532,591,2025-05-21,2025-05-22,,Same Day,90.41
1533,194,2025-07-27,2025-08-01,,Standard,1822.84
1534,675,2025-05-18,2025-05-20,,Express,577.02
1535,806,2023-10-04,2023-10-06,,Same Day,725.21
1536,455,2023-07-31,2023-08-07,,Express,902.38
1537,412,2025-03-05,2025-03-06,,Standard,183.16
1538,349,2025-09-06,2025-09-08,,Same Day,2004.37
1539,325,2025-11-25,2025-11-28,2025-12-01,Same Day,156.11
1540,173,2025-06-02,2025-06-04,,Standard,116.26
1541,158,2024-04-30,2024-05-04,,Standard,653.92
1542,630,2025-05-07,2025-05-09,2025-05-11,Express,1811.63
1543,400,2025-04-06,2025-04-09,,Express,2869.06
1544,265,2025-02-04,2025-02-11,,Standard,1727.17
1545,208,2024-12-22,2024-12-29,,Standard,2572.33
1546,505,2025-07-12,2025-07-19,,Standard,608.53
1547,276,2023-09-30,2023-10-03,,Express,1906.15
1548,68,2025-11-07,2025-11-08,,Standard,937.33
1549,936,2024-07-31,2024-08-03,,Same Day,2080.55
1550,692,2024-06-19,2024-06-21,,Same Day,369.17
